ID trait1 trait2 covariate1 covariate2  
A1023 0 1.35435498901146 -0.0338216331927122 -0.597783472073916
A1024 0 -1.60409324713738 -1.43195222018269 -3.09828405428808
A1025 1 1.55374686405952 -0.405705603957785 0.66238772831397
A1026 0 1.35568670795402 -0.18520016607351 -0.91232357552618
A1027 0 2.43337263844849 0.382127818818235 -0.294876907790264
A1028 1 4.569835034328 -0.0744995835266682 0.660420962952197
A1029 1 4.96179447621784 0.492419656561195 0.533467675348582
A1030 0 2.87689550731739 2.34311423818194 -1.21478147872527
A1031 0 -0.318576841241245 -0.36512594665508 1.21831839984505
A1032 0 -0.0782684648475747 0.311503898368775 -1.20126379659522
A1033 1 5.0916528142499 2.40979086174267 -0.706046315043247
A1034 1 4.58337832848356 -0.169304215896376 1.52199043292501
A1035 1 6.08367343499953 0.83421773496398 0.325510103861104
A1036 1 2.65897682734656 -0.362030144789753 -0.377059611680858
A1037 0 0.412685505168491 0.634683445263157 -0.525969923139073
A1038 0 2.35891852615187 0.659814201150829 1.09144883608962
A1039 1 3.21686957021386 1.23565162493677 -1.27846943621358
A1040 1 4.34301910444188 -0.509287223570711 0.490934213602585
A1041 0 0.0823860241864555 -0.910912720872253 -0.924146259508826
A1042 1 4.71265970332736 1.1828639982206 0.645511679572827
A1043 1 3.28278282649396 0.245136524214988 -0.85901281831215
A1044 1 5.56625774649349 2.91866295764355 -1.22334317196903
A1045 0 2.52418393349303 0.567628422441472 0.556152226606697
A1046 0 1.56922224994688 0.528841685619096 -1.57588562592501
A1047 1 5.33834809178134 1.03055358361529 0.925232022004248
A1048 0 2.22677765332851 -0.00534536920920511 -0.572239256755464
A1049 1 3.80314367351838 0.617919570548288 0.556846950732346
A1050 0 0.493885457595434 -0.71190864139863 1.23197434799365
A1051 0 1.37200246615988 0.0659704099578283 -1.09580537983331
A1052 0 2.60897650065823 0.0968482446828998 -0.562865404677612
A1053 0 0.906013164430985 0.186600686681994 0.233312045791174
A1054 0 2.55675264349311 0.738420360573105 0.93404847964636
A1055 0 1.65464280679152 1.42257793614595 0.11806756451148
A1056 0 -0.206794899746834 0.80210620692605 0.111154013829856
A1057 1 3.68097833738298 -0.0207169215501172 -0.17816431614481
A1058 1 3.99242574260497 1.58716973259674 -0.770022271150725
A1059 0 -0.173341506570927 -0.618508412644716 0.841176219914427
A1060 1 3.17054280298913 1.29288478119472 -1.04625410758433
A1061 0 -1.91049309931033 -0.520463134315809 -1.25041433366864
A1062 0 1.84358464681981 0.348099285329832 -0.780053971494138
A1063 0 0.391323242944437 -0.732863044662589 -0.89205086939224
A1064 1 1.72606734913971 -0.760825745461351 0.919794027728781
A1065 0 3.27928452080344 0.761844160814847 -1.07678446142964
A1066 0 1.77090920800799 0.543986634355252 -0.577420856618465
A1067 0 1.96477995287968 -0.509294673426083 0.799822082607743
A1068 1 2.94076789906143 1.26349745820077 -0.10134440662323
A1069 1 4.50029708516236 0.628651377714425 -0.0572967882612526
A1070 0 3.88507046861695 1.18418439114123 0.548199238655006
A1071 0 3.38024620404331 1.63230802025074 -0.0464003776555171
A1072 1 4.08633489008514 0.552908750265575 0.64335054217563
A1073 0 1.31436572800199 0.350321319818087 -0.802119436808912
A1074 0 0.845929662965093 0.0578190330721093 0.141416682836865
A1075 0 -0.73312455415016 -0.599950927476967 0.938323688192279
A1076 0 -1.01504849908755 -0.101716730324197 0.636048263493201
A1077 0 2.33848682067824 0.57620540743208 -0.900464167142761
A1078 0 2.69652502441787 0.116699478314902 0.94793069687583
A1079 0 1.43289126461741 0.607104792388445 -0.613658210879676
A1080 0 1.61072551543881 -1.78250907141079 0.9151660237246
A1081 0 4.738766181089 1.70588913319299 0.172849210539361
A1082 1 4.16971070537595 0.195168997425044 1.06047744074939
A1083 0 -0.861432250695758 -1.01708025320757 -0.124504779812981
A1084 0 2.81467551834936 2.43975274087899 0.622823962967584
A1085 1 4.79722198558077 1.09562870995871 -0.0483447340267834
A1086 0 2.59989855084147 0.58272450160578 -0.588539160168621
A1087 0 1.49656346022463 0.113596964451387 -1.24995374176814
A1088 0 4.12955220501781 0.438119335821825 0.721830287486759
A1089 0 1.73597051245455 0.771964608029165 0.695537960521013
A1090 0 0.48058765504422 -0.554761652704069 -0.32161503336238
A1091 1 5.69072699268049 0.995370849885282 3.10521036747486
A1092 1 3.77252994462884 0.88419625001733 -0.280454565328942
A1093 0 1.67328326890118 -1.78018421199034 -0.398904093506689
A1094 0 -0.93197293816223 -1.0589123838445 0.266171866448772
A1095 0 -0.899764395832876 -0.0766330169648011 -0.398935693891352
A1096 1 7.35193243632712 0.819214810363318 2.03724910695551
A1097 1 4.53747777009749 2.36031971593073 -1.25641845680623
A1098 0 0.354082187150041 -0.85503785280685 -0.875144921333144
A1099 0 -0.0146918498783581 -1.57398624533981 0.0800440831880578
A1100 0 1.75990059276293 0.0260989119372031 0.201068109525906
